0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,clusters
3.946537571037676e-05,0.025378024193548388,0.0,0.012463102656608724,0.010498026371042244,0.04487179487179487,0.026954177897574125,0.1010194624652456,0.09875158027812896,0.04746835443037975,0.048085422338507225,0.08271191697791333,0.023346303501945526,0.010391864078453529,0.012096774193548387,0.007899461400359067,0.009873708381171067,0.05755395683453238,0.03821656050955414,0.04073192129339516,0.051333333333333335,0.0036144578313253013,0.07739699653446284,0
0.005262050094716901,0.07578125,0.0,0.018038701213512625,0.0015747039556563368,0.06666666666666667,0.052111410601976646,0.1890639481000927,0.09164032869785083,0.14303797468354432,0.14567054414312483,0.11631363325019062,0.024902723735408562,0.004371981651129317,0.017338709677419354,0.00969479353680431,0.009873708381171067,0.03802672147995889,0.031210191082802548,0.0,0.044,0.0049913941480206545,0.20369657296881016,0
0.005262050094716901,0.07578125,0.0,0.023614299770416528,0.005249013185521122,0.04487179487179487,0.015274034141958671,0.23632993512511585,0.1020227560050569,0.3177215189873418,0.21603083124138173,0.12019075435853031,0.021011673151750974,0.004371981651129317,0.01532258064516129,0.005565529622980252,0.007233065442020666,0.05755395683453238,0.034394904458598725,0.0,0.03733333333333333,0.005335628227194493,0.29842125529457064,2
0.0038583982319511673,0.05057963709677419,0.0,0.009839291571006888,0.002624506592760561,0.015384615384615385,0.015274034141958671,0.03151065801668211,0.09875158027812896,0.04556962025316456,0.0671781635611498,0.04652545330007625,0.0062256809338521405,0.006389819336265924,0.004435483870967742,0.0025134649910233393,0.0029850746268656717,0.01747173689619733,0.012101910828025477,0.07519739315703722,0.035333333333333335,0.0024096385542168677,0.06661532537543319,0
0.07366870132603662,0.07578125,0.0,0.004952443424073466,0.0005773914504073235,0.0026923076923076926,0.0009883198562443847,0.02360982391102873,0.031431731984829334,0.008860759493670886,0.0010960647738924442,0.011631363325019062,0.0035408560311284048,0.0,0.0020161290322580645,0.0007360861759425493,0.001044776119402985,0.005241521068859198,0.0025477707006369425,0.00415152274721143,0.024,0.11686746987951808,0.0019638043896804003,0
0.051068196169227524,0.05057963709677419,0.0,0.008068219088225649,0.012335180985974638,0.005384615384615385,0.015453728661275831,0.07263670064874884,0.011378002528445008,0.0,0.001591061768553548,0.014216110730578853,0.0048638132295719845,0.000807135074054643,0.0,0.0005206463195691203,0.00027554535017221585,0.0017471736896197327,0.0005095541401273885,0.0,0.0006666666666666666,0.0,0.0005775895263765884,0
0.1354977899389602,0.05040322580645161,0.0,0.033125614955723186,0.03359368438733518,0.035897435897435895,0.04132973944294699,0.02564179796107507,0.012511061946902656,0.017721518987341773,0.010607078457023654,0.03424790312366724,0.017120622568093387,0.0,0.008064516129032258,0.005565529622980252,0.007462686567164179,0.051387461459403906,0.023566878980891718,0.03133224714876551,0.022666666666666665,0.0022375215146299486,0.029264536003080478,0
0.06456535466217637,0.0,0.0,0.010495244342407346,0.07191148064163938,0.05,0.06019766397124888,0.5440222428174235,0.0,0.052531645569620256,0.004949969946611038,0.05492588236814557,0.015175097276264593,0.0,0.0,0.0039497307001795335,0.0037887485648679677,0.024665981500513877,0.026751592356687896,0.015666123574382754,0.012,0.0,0.011936850211782826,0
0.1407598400336771,0.1513860887096774,0.0,0.002951787471302066,0.0,0.011538461538461539,0.008086253369272238,0.02071362372567192,0.05695322376738307,0.0,0.0035356928190078845,0.0310169688667175,0.003501945525291829,0.0,0.0020161290322580645,0.002154398563734291,0.002640642939150402,0.010277492291880781,0.005732484076433121,0.009086351673141996,0.018666666666666665,0.06643717728055078,0.0061609549480169425,0
0.0,0.0,0.0,0.4722859954083306,0.7558578987150416,1.0,0.646900269541779,0.2247451343836886,0.0,0.2721518987341772,0.17678464095039423,0.6849580624733448,0.37743190661478604,0.0538090049369762,0.18951612903225806,0.14901256732495513,0.14006888633754305,0.4522096608427544,0.41401273885350315,0.6893094372728412,1.0,0.14113597246127368,0.3388525221409318,4
0.010524100189433802,0.20463709677419356,0.0,0.20662512299114463,0.24617871840094063,0.3730769230769231,0.24528301886792453,0.02805838739573679,0.10148546144121368,0.09430379746835443,0.06576388643354665,0.28949170942269664,0.14708171206225681,0.022868827098214885,0.0967741935483871,0.06463195691202873,0.07497129735935706,0.14080164439876672,0.1840764331210191,0.26319087604963026,0.4066666666666667,0.07865748709122204,0.13785136696187908,4
0.0021048200378867604,0.025378024193548388,0.0,0.0055755985569039025,0.0010498026371042245,0.029487179487179487,0.01078167115902965,0.03901760889712697,0.09470606826801517,0.013924050632911392,0.02227486475974967,0.011631363325019062,0.002334630350194553,0.0,0.0008064516129032258,0.0003590664272890485,0.000574052812858783,0.0030832476875642346,0.001910828025477707,0.0032898859506203786,0.043333333333333335,0.0008605851979345956,0.00346553715825953,0
0.037668385603030936,0.025378024193548388,0.0,0.0009839291571006887,0.013122532963802806,0.0,0.0017969451931716084,0.018913345690454123,0.02765486725663717,0.0,0.0,0.0006461868513899479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
